ID;preposition;pre_lemma;meaning;NPN;construction;syntactic_function;noun;number_of_noun;Type;other_cxn;context_pre;costr;context_post;assignment_0;assignment_1;assignment_2;assignment_3;assignment_4;split
1474;a;squallido;distractor;zero a zero;no;_;zero;sg;NumPNum;no;Uno per uno, mo' che bravi, mo' che carini, mo'hanno anche evitato il prevedibile, squallido;zero a zero;facendosi un golletto a testa.;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train
1477;a;inchiodatissimo;distractor;zero a zero;no;_;zero;sg;NumPNum;no;Assiepati in tribuna d'onore, concentrati su questo inchiodatissimo;zero a zero;che ci fa galleggiare in un limbo di noia e tensione a tutti e ottantamila spettatori quanti siamo, già da cinquantadue minuti di gioco giocato.;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train
1487;a;del;distractor;zero a zero;no;_;zero;sg;NumPNum;no;Se ciò risulterà vero, ci troveremo di fronte ad un'inestricabile coincidenza: due squadre che non si attaccano perché convinte della parziale utilità dello;zero a zero;.;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train
1488;a;striminzito;distractor;zero a zero;no;_;zero;sg;NumPNum;no;Non solo il pareggio in campionato con il Piacenza, ma anche uno striminzito;zero a zero;con la Reggiana in coppa Italia.;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train
1496;a;sul;distractor;zero a zero;no;_;zero;sg;NumPNum;no;Nino Malandrino quel 29 aprile era stato l'eroe del giorno, parando un rigore sullo;zero a zero;.;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train
1476;a;Palermo;distractor;zero a zero;no;_;zero;sg;NumPNum;no;La capolista Inter fa un solo punto a Palermo:;zero a zero;e grave infortunio a Stankovic.;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train
1493;a;dal;distractor;zero a zero;no;_;zero;sg;NumPNum;no;Noi dobbiamo fare finta che si parta dallo;zero a zero;.;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train
1334;a;del;distractor;sinistra a sinistra;no;_;sinistra;sg;N_extended;no;Gli otto referendum - che potevano essere un primo banco di prova per l'unità della;sinistra a sinistra;dal Pd - sono stati in realtà motivi di discussione, e di divisione: «Siamo più divisi di prima», ha detto proprio all'Espresso Civati, intervistato a pochi giorni dalla chiusura della campagna.;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;test|no|a|!PNPN|*;train|no|a|*|no;train
1482;a;finire;distractor;zero a zero;no;_;zero;sg;NumPNum;no;Il primo tempo è finito;zero a zero;.;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train
1323;a;da;distractor;sergente a sergente;no;_;sergente;sg;N_extended;no;I periodi minimi di attribuzioni specifiche, per l'avanzamento dei sergenti dell'Aeronautica militare, da;sergente a sergente;maggiore e da sergente maggiore a sergente maggiore capo sono determinati in 4 anni di impiego in incarichi della categoria di appartenenza.;test|no|a|!PNPN|*;train|no|a|*|no;test|no|a|!PNPN|*;test|no|a|!PNPN|*;train|no|a|*|no;train
1333;a;uno;distractor;sinistra a sinistra;no;_;sinistra;sg;N_extended;no;Se mancò in Italia fino al 1968 una;sinistra a sinistra;del P.C.I. era per la convinzione che il P.C.I. aveva messo saldamente un rampino negli equilibri dello stato e una conflittualità sociale diffusa poteva trarne risultati consistenti.;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;test|no|a|!PNPN|*;train|no|a|*|no;train
1483;a;pareggiare;distractor;zero a zero;no;_;zero;sg;NumPNum;no;A quell'epoca questo era rivoluzionario e cominciammo a pareggiare;zero a zero;con i migliori e con i peggiori.;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train
1389;a;di;distractor;tedeschi a tedeschi;no;_;tedeschi;sg;N_extended;no;Un comando particolare, straniero, il comando del nemico, donde «Diktat», aveva vietato l'atteggiamento imperioso del comando militare di;tedeschi a tedeschi;.;test|no|a|!PNPN|*;train|no|a|*|no;train|no|a|*|no;test|no|a|!PNPN|*;test|no|a|!PNPN|*;train
1481;a;sul;distractor;zero a zero;no;_;zero;sg;NumPNum;no;La partita era inchiodata sullo;zero a zero;.;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train
1484;a;un;distractor;zero a zero;no;_;zero;sg;NumPNum;no;Un goal, poi un altro, oppure uno;zero a zero;, senza però che permettessi a me stesso di chiudere gli occhi su alcunché, compresi i fantasmi e le creazioni della mia mente.;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train
1229;a;primo;distractor;piani a piani;no;_;piani;sg;N_extended;no;Le due telecamere alternavano primi;piani a piani;a figura intera da angolazioni diverse, restringevano l'inquadratura sulle sue mani o sugli occhi o sui piedi in base alle istruzioni della regia.;train|no|a|*|no;train|no|a|*|no;test|no|a|!PNPN|*;train|no|a|*|no;train|no|a|*|no;train
1480;a;da;distractor;zero a zero;no;_;zero;sg;NumPNum;no;Così semmai dopo diceva che si doveva ricominciare da;zero a zero;.;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train|no|a|*|no;train
2226;su;di;distractor;strada su strada;no;_;strada;sg;N_extended;no;In tal modo l'aquaplaning viene scongiurato e la tenuta di;strada su strada;bagnata e innevata è ottimale.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2187;su;di;distractor;app su app;no;_;app;sg/pl;proper_name_inglobation;no;Per quanto riguarda la connessione mobile, 3g o 4g, le cose sono più complesse perché apple non permette di farlo nativamente, né naturalmente permette la presenza di;app su app;store che lo facciano per noi.;train|no|su|*|no;train|no|su|*|no;test|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2225;su;di;distractor;Sky su Sky;no;_;Sky;X;proper_name_inglobation;no;Cliente Sky via fibra/satellite con pack Calcio e Sky Go: 36,80 euro/mese* per le 7 partite/turno di;Sky su Sky;Go.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2186;su;di;distractor;Android su Android ;no;_;Android ;X;proper_name_inglobation;no;Attualmente è necessario impostare la versione minima di;Android su Android;7,0 (API 24-torrone) per distribuire l'app in dispositivi o emulatori torrone Android.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2100;su;e;distractor;2 su 2;no;_;3;X;NumPNum;no;Da segnalare anche un ottima prestazione di Cazzulo con 3 su 3 da due e;2 su 2;dalla lunetta, in momenti importanti della gara.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2167;su;via;distractor;satellite su satellite;no;_;satellite;sg;N_extended;no;Accesso ad alta velocità al Backbone Internet Europeo e connettività a banda larga, utilizzando tecnologia satellitare bidirezionale mediante canale di comunicazione bidirezionale via;satellite su satellite;geostazionario opportunamente posizionato, e connessione via fibra al Backbone Internet Europeo, con relativa manutenzione ed assistenza tecnica.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2188;su;di;distractor;Apple su Apple;no;_;Apple;X;proper_name_inglobation;no;Anche Noi di Zoleounge.it stiamo promuovendo il Back Friday di Apple e se siete in procinto di acquistare con gli sconti del BlackFriday 2010 di;Apple su Apple;Italia, iTunes Store o su App Store e volete aiutare Zoelounge.it senza peraltro spendere una lira in più, potreste prendere in considerazione l'idea di cliccare su uno dei banner presenti in questa pagina o nei banner presenti nella sidebar.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2109;su;tutto;distractor;119 su 119;no;_;119;X;NumPNum;no;Attivate al 100 % le procedure di bonifica per i siti inquinati a breve termine, in tutto;119 su 119;, e al 58 % quelle per i 146 siti a medio termine, mentre per i 60 siti di piano definiti ' in approfondimentò (considerati a medio termine nell' attesa della definitiva classificazione nell' ambito dell' approvazione dei Piani Provinciali), tale percentuale scende al 32 %.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2145;su;con;distractor;7 su 7;no;_;7;X;NumPNum;no;Lo fa in modo incontestabile: chiude con;7 su 7;dai 6.25 mt per un totale di 29 punti, il tutto in sola metà gara.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2111;su;strappare;distractor;18 su 18;no;_;18;X;NumPNum;no;Io penso che se una persona si impegna, comincia a farlo all' universita' ... magari prendendo dei buoni voti agli esami senza andare a tentare, strappando;18 su 18;.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2170;su;bicolore;distractor;grigio su grigio;no;_;grigio;sg;thematic_target;no;Innanzitutto, sono stati introdotti nuovi colori per la plancia bicolore;grigio su grigio;e blu su grigio.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2141;su;essere;distractor;37 su 37;no;_;37;X;NumPNum;no;Nella votazione delle due di notte eravamo;37 su 37;e alla fine è scoppiato un applauso.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2128;su;bene;distractor;3 su 3;no;_;3;X;NumPNum;no;Premetto che la scart è una 21 poli e ne ho provate ben;3 su 3;"televisori diversi, ma nulla da fare; pare che dalla scart del dvd non esca il seganle video ... cosa posso fare?";train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2117;su;con;distractor;2 su 2;no;_;2;X;NumPNum;no;Tra le file dell' Hintegra realizzano le migliori prestazioni offensive Simone Vichi con;2 su 2;e Victor Lopez con 2 su 4.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2270;su;voto;distractor;40 su 40;no;_;40;X;NumPNum;no;Poi è il turno di Nintendogs, il perfect score di Famitsu (voto;40 su 40;), dopo aver conquistato il mercato nipponico, si prepara ad invadere anche quelli occidentali.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2215;su;di;distractor;jeans su jeans;no;_;jeans;sg/pl;N_extended;no;Il trucco è prevalentemente uno, non eccedere con i colori, quindi se indossate una giacca di;jeans su jeans;blu dovranno avere lo stesso colore.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2193;su;di;distractor;base su base;no;_;base;sg;N_extended;no;La Commissione può ora rimborsare spese generali di;base su base;forfetaria o versare importi forfetari per piccoli progetti - di gruppi vulnerabili, per esempio.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2210;su;di;distractor;energia su energia;no;_;energia;sg;N_extended;no;Tradotto in italiano è il ritorno di;energia su energia;"investita; è un rapporto tra due valori numerici espressi in kWh.";train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;test|no|su|*|no;train|no|su|*|no;train
2213;su;di;distractor;Google su Google;no;_;Google;X;proper_name_inglobation;no;Come cancellare la cronologia di;Google su Google;Chrome.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2175;su;strisciamento;distractor;ruota su ruota;no;_;ruota;sg;thematic_target;no;DEFINIZIONE: l' attrito volvente (a) è la forza che si sviluppa fra due solidi a contatto in moto rotatorio relativo senza strisciamento (;ruota su ruota;o ruota su strada).;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2172;su;mio;distractor;interessi su interessi;no;_;interesse;sg;N_extended;no;Io che sono fiorentina, forse avrei qualche motivo in più per pensarlo, ma preferisco spostare i miei;interessi su interessi;"più ""puliti"" perchè il calcio sicuramente non lo è.";train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2120;su;scorso;distractor;22 su 22;no;_;22;X;NumPNum;no;In tempi più recenti, nel giugno scorso,;22 su 22;attentati sono abortiti.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2138;su;femmina;distractor;6 su 6;no;_;6;X;NumPNum;no;Utilizzarono questa possibilità soprattutto le femmine (;6 su 6;), ma anche alcuni maschi (4 su 12), quindi nel complesso poco più del 50 % della classe.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2140;su;essere;distractor;6 su 6;no;_;6;X;NumPNum;no;No perchè 7 su 9 di jones non è che succede sempre, considerando anche il fatto che fino ad un certo punto era;6 su 6;.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2271;su;essere;distractor;4 su 4;no;_;4;X;NumPNum;no;Con quella di oggi, sono;4 su 4;le vittorie di Prada nei testa a testa con l'imbarcazione della bionda Dawn Riley: anche se nelle previsioni, il successo era oggi tutt'altro che scontato.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2119;su;vincente;distractor;2 su 2;no;_;2;X;NumPNum;no;Detto questo, torniamo alla realtà dei fatti, che ci rimanda un Barcellona più che mai vincente:;2 su 2;in Eurolega, con 12 punti di scarto rifilati all' Aek e 14 all' Olimpia (in questo caso con un provvidenziale + 18 nell' ultimo quarto), e 8 su 9 in campionato.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2265;su;4;distractor;4 su 4;no;_;4;X;NumPNum;no;Dopo gara 4 i Knicks avranno degli incubi formato Kenyon Martin per tutta l' estate: altra doppia doppia (4;4 su 4;partite), ma quasta volta i punti sono 36.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2091;su;esempio;distractor;sedia su sedia;no;_;sedia;sg;N_extended;no;Le ragioni della priorità psicologica di, per esempio,;sedia su sedia;"a dondolo o mobilio sono percettive e morfologiche (percepiamo una sedia come una gestalt unitaria più facilmente del mobilio; associamo più facilmente un’immagine al livello base che agli altri), funzionali (abbiamo un programma motorio generale per interagire con le sedie, ma non con il mobilio), linguistiche e comunicative (il livello base contiene in media più attributi e dà più informazioni degli altri), di apprendimento (i bambini imparano prima i termini del livello base; inoltre spesso i termini del livello base sono più brevi e meno complessi degli altri).";train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;test|no|su|*|no;train
2201;su;di;distractor;Camerino su Camerino;no;_;Camerino;X;proper_name_inglobation;no;Interventi Regione ed Università di;Camerino su Camerino;.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2197;su;di;distractor;Berlinguer su Berlinguer;no;_;Berlinguer;X;thematic_target;no;Si potrebbe provare A ragionare di;Berlinguer su Berlinguer;a partire da alcuni grandi punti del suo pensiero.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2116;su;in;distractor;2 su 2;no;_;2;X;NumPNum;no;Al Sud il risultato non è meno clamoroso: il centrosinistra è forza di governo in 4 province su 4 in Abruzzo, in 5 su 5 in Puglia, in;2 su 2;in Basilicata, in 4 su 5 in Campania, in 3 su 5 in Calabria.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2146;su;un;distractor;7 su 7;no;_;7;X;NumPNum;no;Sta meglio il secondo anno (43 partite, 11,3 di medie), quando spara un;7 su 7;da tre al Madison Square Garden di New York.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2202;su;di;distractor;capelli su capelli;no;_;capello;pl;N_extended;no;Quindi, ad esempio, lo stesso taglio di;capelli su capelli;lisci e ricci apparirà completamente diverso. pertanto quando scegli un taglio di capelli, oltre al tipo di viso, considera anche il tipo di capelli.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2163;su;in;distractor;seta su seta;no;_;seta;sg;thematic_target;no;Inizia così una ricca produzione di arazzi ricamati in;seta su seta;o in lana si juta o su tela.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2113;su;scioperare;distractor;19 su 19;no;_;19;X;NumPNum;no;A Lecco si è registrato una adesione del 100 per cento (hanno scioperato;19 su 19;) così come al tribunale di sorveglianza di Milano (9 su 9).;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2110;su;voto;distractor;18 su 18;no;_;18;X;NumPNum;no;Il documento ha ottenuto l' unanimità dei voti:;18 su 18;presenti e aventi diritto al voto.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2143;su;seggio;distractor;61 su 61;no;_;61;X;NumPNum;no;Lasciamo la presidenza dell' assemblea e sentiamo il nuovo presidente della giunta che in Sicilia si è portato a casa tutti i seggi,;61 su 61;.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2099;su;con;distractor;3 su 3;no;_;3;X;NumPNum;no;Da segnalare anche un ottima prestazione di Cazzulo con;3 su 3;da due e 2 su 2 dalla lunetta, in momenti importanti della gara.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2194;su;di;distractor;base su base;no;_;base;sg;N_extended;no;Nella vita di tutti i giorni un lavaggio di;base su base;mensile è sufficiente.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2134;su;un;distractor;4 su 4;no;_;4;X;NumPNum;no;Il suo score recita un;4 su 4;dalla grande distanza e 13 punti nei 13 minuti decisivi per affossare definitivamente la Scavolini.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2158;su;su;distractor;Pippo su Pippo;no;_;Pippo;X;N_extended;no;La spesa per la riparazione, ammontante a venti euro, da ripartirsi tra tutti i condomini, graverà: su Martino su;Pippo su Pippo;e Martino in parti uguali per un terzo su Martino e per due terzi su Pippo.;test|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2224;su;di;distractor;Sky su Sky;no;_;Sky;X;proper_name_inglobation;no;La partita Napoli-Villarreal sarà trasmessa in diretta tv per gli abbonati di;Sky su Sky;Calcio 1 HD (canale 251).;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2262;su;inanellare;distractor;5 su 5;no;_;5;X;NumPNum;no;A detta di Alberto Artiglia che ne ha inanellati;5 su 5;(l' unico oltre al sottoscritto), il migliore vitto lo abbiamo avuto qui.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2147;su;tre;distractor;8 su 8;no;_;8;X;NumPNum;no;Gioca 29' e chiude con 20 punti, 0 su 2 da due, 4 su 7 da tre,;8 su 8;ai tiri liberi, ben 5 rimbalzi, 4 assist, 25 di valutazione.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2121;su;astenuto;distractor;22 su 22;no;_;22;X;NumPNum;no;"Nell' opposizione, tra i socialisti 90 hanno votato a favore mentre 56 si sono astenuti; nel gruppo dei repubblicani e socialisti, invece, i voti contrari sono stati";22 su 22;iscritti.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2123;su;disponibile;distractor;24 su 24;no;_;24;X;NumPNum;no;Tale contenitore poi, grazie alla tecnologia e software di ultima generazione, è disponibile;24 su 24;online e aggiornato in tempo reale, permettendo così ai potenziali clienti di visionare gli immobili direttamente da casa o ufficio, e ai collaboratori del gruppo sparsi in Italia o all' estero di consultare e fornire proposte svincolate dal limite della territorialità di competenza.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2150;su;prendere;distractor;80 su 80;no;_;80;X;NumPNum;no;Faccia presente che anche se tutta la gente sapesse le cose benissimo, da prendere;80 su 80;comunque tantissima gente dovrebbe tornare a casa.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2220;su;di;distractor;Saturno su Saturno;no;_;Saturno;X;N_extended;no;Con il transito di ritorno di ;Saturno su Saturno;"natale ti potrebbe creare solo una certa ""accettazione"" e crescita nel campo descritto.";train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2263;su;essere;distractor;5 su 5;no;_;5;X;NumPNum;no;"Se il ""numero minimo di domande"" non è stato impostato, allora il suo voto sarà";5 su 5;, cioè 100 %.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2148;su;infilare;distractor;8 su 8;no;_;8;X;NumPNum;no;Un giorno si ritrova al campetto, tira fuori il pallone e infila;8 su 8;da tre punti: la mano è guarita.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2108;su;con;distractor;110 su 110;no;_;110;X;NumPNum;no;Luciano Fonzi esprime il seguente giudizio: Laureato in Scienze Biologiche presso la Università di Siena nel 1969 con;110 su 110;e lode.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2087;su;di;distractor;carta su carta;no;_;carta;sg;thematic_target;no;E poi c'è lo spariglio, una variante della presa di;carta su carta;uguale.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2171;su;deviazione;distractor;numero su numero;no;_;numero;sg;N_extended;no;È possibile cancellare simultaneamente la programmazione dei servizi prenotazione, deviazione; numero su numero;interno, deviazione su numero esterno e non disturbare.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2118;su;con;distractor;2 su 2;no;_;2;X;NumPNum;no;Il MF salernitano si è portato da solo al comando con;2 su 2;, poi ha perso con Braga, ma la vittoria al sesto turno con Belotti lo ha ricatapultato da solo al primo posto a quota 4.5 su 6.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2152;su;a;distractor;90 su 90;no;_;90;X;NumPNum;no;Una volta fatto il gruppo (non esagerare con le unita' di supporto tanto, tra quelle in difesa e quelle prodotte sarai quasi a;90 su 90;) prendi la strada in alto a destra.;train|no|su|*|no;train|no|su|*|no;test|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2151;su;Milano;distractor;9 su 9;no;_;9;X;NumPNum;no;A Lecco si è registrato una adesione del 100 per cento (hanno scioperato 19 su 19) così come al tribunale di sorveglianza di Milano (;9 su 9;).;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2137;su;contenere;distractor;6 su 6;no;_;6;X;NumPNum;no;Osimo ha totalizzato 10 su 10 per quel che concerne i contenuti,;6 su 6;per la programmazione, 6 su 7 per l' originalità e 6 su 7 per la grafica.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2260;su;destra;distractor;5 su 5;no;_;5;X;NumPNum;no;A questo punto anche un Cda tutto di destra (;5 su 5;) andrebbe in crisi;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2103;su;e;distractor;100 su 100;no;_;100;X;NumPNum;no;Anni dopo Bernardini ripropone lo stesso quesito in una scuola elementare, e;100 su 100;"rispondono: "" 50 anni """;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2130;su;di;distractor;5 su 5;no;_;5;X;NumPNum;no; Questa volta è la Juventus a sbagliare di meno, anzi a non sbagliare proprio nulla visto che mette a segno uno score di;5 su 5;, mentre per il Milan è fatale l' errore di Brocchi.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2144;su;di;distractor;61 su 61;no;_;61;X;NumPNum;no;Certo le ultime elezioni europee hanno segnato una sconfitta di Berlusconi, il cappotto del;61 su 61;(i seggi del parlamento regionale conquistati dalla destra nelle ultime amministrative) appartiene alla memoria del passato.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2160;su;in;distractor;DVD su DVD;no;_;DVD;sg/pl;thematic_target;no;Se vuoi masterizzare un film in;DVD su DVD;+ R DL, ti conviene usare Alcohol o DVD Decrypter (in ISO mode).;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2115;su;vittoria;distractor;2 su 2;no;_;2;X;NumPNum;no;La partecipazione è sempre stata sinonimo di vittoria:;2 su 2;con i trionfi del 1985 e 1996.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2105;su;di;distractor;100 su 100;no;_;100;X;NumPNum;no;Il valore modale ottenuto è di;100 su 100;, questo è quindi il valore che ricorre più frequentemente.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2205;su;di;distractor;dati su dati;no;_;dato;pl;N_extended;no;Una elaborazione fatta da un analista di;dati su dati;Istat dal due mila undici al due mila sedici.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2268;su;estivo;distractor;4 su 4;no;_;4;X;NumPNum;no;Risultato, al ritorno dopo l' operazione estiva,;4 su 4;da dove conta tre.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2089;su;di;distractor;ferro su ferro;no;_;ferro;sg;N_extended;no;Il valore del coefficiente di a. volvente del;ferro su ferro;"è per es. 0,005; quello radente, 0,21; l' a. volvente della gomma su strada, 0,02; quello radente, 0,07.";train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2102;su;se;distractor;10 su 10;no;_;10;X;NumPNum;no;Vorrei che ogni italiano, o almeno 8 su 10 sappiano cosa sia la Milano Sanremo, se;10 su 10;sanno cosa è il Giro.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2223;su;di;distractor;Sky su Sky;no;_;Sky;X;proper_name_inglobation;no;"È possibile acquistare entrambe le offerte ""Vodafone TV + NOW TV Intrattenimento"" e ""Vodafone TV Sport"" per avere accesso sia allo sport di";Sky su Sky;Sport Mix che all'entertaniment televisivo con il Ticket Intrattenimento di NOW TV.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
2178;su;diretta;distractor;TV su TV;no;_;TV;sg;proper_name_inglobation;no;Tutta la cerimonia finale verrá trasmessa in diretta;TV su TV;3 dalle 18.40 alle 20.15 e su TV 1 e TV 2 dalle 19.30 alle 20.00.;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train|no|su|*|no;train
